id_venta,fecha,ciudad,categoria,producto,unidades,precio_unitario,descuento_pct,total,metodo_pago,calificacion_cliente
V-1219,01/05/2026,Bucaramanga,Audio,Audifonos bluetooth,4,349000,14,1200560,Transferencia,4
V-1141,2026-02-24,Pereira,Computadores,Portatil gamer,5,4890000,18,$ 20.049.000,Tarjeta debito,4
V-1438,12/03/2026,Cali,perifericos,Monitor 27 pulgadas,4,1090000,1,$ 4.316.400,Transferencia,4
V-1084,07/04/2026,Cartagena,Perifericos,Mouse inalambrico,8,96000,26,$ 568.320,Transferencia,4
V-1043,2026-02-12,Cartagena,Audio,Audifonos bluetooth,10,349000,36,2233600,Transferencia,5
V-1049,27/03/2026,Medellin,perifericos,Monitor 27 pulgadas,8,1090000,30,6104000,Tarjeta credito,2
V-1250,30/05/2026,Barranquilla,Accesorios,Maletin para portatil,7,169000,23,$ 910.910,PSE,5
V-1025,2026-03-02,Bucaramanga,Computadores,Todo en uno 24,6,2190000,13,11431800,Tarjeta credito,3
V-1211,18/03/2026,Cartagena,Accesorios,Maletin para portatil,4,169000,13,588120,PSE,4
V-1319,2026-08-09,Pereira,Computadores,Portatil gamer,10,4890000,31,33741000,Tarjeta credito,3
V-1115,2026-03-21,  BOGOTA ,accesorios,Maletin para portatil,6,169000,14,872040,Transferencia,4
V-1337,21/02/2026,Pereira,Accesorios,Maletin para portatil,9,169000,40,912600,EFECTIVO,4
V-1008,2026-07-12,Cartagena,Perifericos,Teclado mecanico,8,$289.000,22,1803360,TARJETA DEBITO,5
V-1341,2026-04-09,Barranquilla,Audio,Parlante portatil,6,259000,18,$ 1.274.280,PSE,5
V-1292,2026-04-26,Barranquilla,Almacenamiento,Disco SSD 1 TB,5,389000,22,1517100,PSE,4
V-1415,2026-01-14,  PEREIRA ,Accesorios,Maletin para portatil,5,169000,23,650650,Tarjeta debito,4
V-1243,2026-05-03,Bucaramanga,Audio,Microfono USB,5,419000,9,1906450,Tarjeta credito,4
V-1318,10/08/2026,Bogota,Perifericos,Teclado mecanico,4,$289.000,10,$ 1.040.400,Tarjeta debito,3
V-1402,2026-05-29,Medellin,Perifericos,Teclado mecanico,4,289000,12,1017280,TARJETA DEBITO,4
V-1442,2026-04-03,Bogota,Audio,Parlante portatil,1,259000,0,259000,Tarjeta credito,3
V-1353,2026-07-29,  BARRANQUILLA ,Perifericos,Teclado mecanico,3,$289.000,9,788970,Tarjeta debito,3
V-1021,2026-05-15,Cartagena,perifericos,Teclado mecanico,8,$289.000,17,1918960,PSE,4
V-1005,2026-05-09,Cartagena,audio,Microfono USB,7,419000,20,$ 2.346.400,Tarjeta credito,4
V-1068,2026-06-24,Cartagena,Perifericos,Monitor 27 pulgadas,1,1090000,0,1090000,Transferencia,3
V-1282,18/05/2026,Bucaramanga,Perifericos,Teclado mecanico,6,289000,20,1387200,Tarjeta debito,4
V-1238,2026-09-06,Cali,Accesorios,Base refrigerante,8,,32,756160,Tarjeta credito,3
V-1393,2026-08-07,Bucaramanga,audio,Audifonos bluetooth,6,349000,28,1507680,PSE,5
V-1098,2026-05-28,  BARRANQUILLA ,Computadores,Portatil 14 pulgadas,3,2450000,11,6541500,PSE,4
V-1027,25-08-2026,Bogota,Almacenamiento,Disco SSD 1 TB,7,389000,30,1906100,Transferencia,5
V-1204,2026-01-28,Pereira,Computadores,Portatil 14 pulgadas,7,2450000,30,12005000,Efectivo,5
V-1110,2026-09-01,  BOGOTA ,Accesorios,Cargador universal,10,119000,37,$ 749.700,Tarjeta debito,5
V-1304,2026-03-19,Cali,Accesorios,Cargador universal,7,119000,22,649740,PSE,5
V-1458,2026-01-24,Barranquilla,Audio,Microfono USB,5,$419.000,10,1885500,TRANSFERENCIA,5
V-1361,10/08/2026,Medellin,Almacenamiento,Memoria USB 128 GB,8,79000,29,448720,Tarjeta debito,4
V-1264,2026-02-18,Bogota,almacenamiento,Memoria USB 128 GB,6,79000,20,379200,Efectivo,3
V-1009,2026-03-06,Bogota,computadores,Portatil 14 pulgadas,7,2450000,16,14406000,Efectivo,5
V-1443,16-04-2026,  PEREIRA ,Accesorios,Maletin para portatil,5,169000,15,718250,Transferencia,5
V-1475,2026-09-01,Medellin,Audio,Audifonos bluetooth,7,349000,19,1978830,Tarjeta debito,4
V-1042,2026-04-06,Barranquilla,computadores,Todo en uno 24,4,2190000,17,7270800,Efectivo,4
V-1208,16/06/2026,Barranquilla,Accesorios,Base refrigerante,11,139000,36,978560,PSE,3
V-1479,2026-03-30,Pereira,perifericos,Teclado mecanico,3,289000,1,858330,TRANSFERENCIA,
V-1017,2026-05-10,Pereira,Computadores,Portatil gamer,6,4890000,19,23765400,Transferencia,3
V-1471,17-01-2026,Pereira,Computadores,Portatil 14 pulgadas,7,$2.450.000,10,$ 185.220.000,Tarjeta credito,5
V-1058,2026-04-06,Medellin,Accesorios,Cargador universal,2,119000,0,$ 238.000,Tarjeta debito,5
V-1125,2026-06-13,Pereira,Accesorios,Maletin para portatil,10,169000,24,$ 1.284.400,PSE,3
V-1156,19-07-2026,Medellin,Accesorios,Maletin para portatil,2,$169.000,4,324480,PSE,3
V-1038,2026-03-11,Bucaramanga,Accesorios,Maletin para portatil,8,169000,28,973440,Transferencia,3
V-1012,2026-04-15,Bucaramanga,Accesorios,Maletin para portatil,5,169000,13,$ 735.150,Tarjeta credito,4
V-1061,2026-02-10,Barranquilla,Audio,Parlante portatil,3,259000,0,777000,EFECTIVO,3
V-1301,22/04/2026,Cartagena,Audio,Parlante portatil,5,259000,14,,Tarjeta credito,4
V-1254,2026-07-05,Pereira,Accesorios,Maletin para portatil,5,169000,18,692900,TRANSFERENCIA,3
V-1473,2026-06-16,Barranquilla,Perifericos,Monitor 27 pulgadas,2,1090000,0,2180000,Transferencia,5
V-1350,2026-01-09,Barranquilla,Accesorios,Cargador universal,11,,31,$ 903.210,Transferencia,4
V-1400,30/05/2026,  CALI ,Perifericos,Teclado mecanico,6,289000,18,1421880,Tarjeta debito,4
V-1427,27-05-2026,Medellin,Computadores,Todo en uno 24,9,2190000,24,14979600,Tarjeta credito,3
V-1096,2026-05-23,Barranquilla,perifericos,Teclado mecanico,7,289000,9,1840930,Transferencia,5
V-1358,04/06/2026,Medellin,Accesorios,Cargador universal,11,119000,40,$ 785.400,Tarjeta debito,3
V-1026,2026-01-07,Barranquilla,Audio,Microfono USB,7,419000,11,2610370,Efectivo,3
V-1294,2026-05-19,Barranquilla,Accesorios,Cargador universal,8,119000,25,714000,PSE,4
V-1176,2026-03-06,  CARTAGENA ,Perifericos,Monitor 27 pulgadas,3,1090000,4,,Transferencia,3
V-1459,2026-08-04,Pereira,Computadores,Portatil 14 pulgadas,7,2450000,25,12862500,Tarjeta credito,5
V-1020,2026-03-30,  CALI ,Perifericos,Mouse inalambrico,9,96000,34,$ 570.240,TARJETA CREDITO,4
V-1147,2026-03-23,Barranquilla,Audio,Microfono USB,4,419000,21,$ 1.324.040,Tarjeta credito,4
V-1431,23-02-2026,Cartagena,Accesorios,Base refrigerante,4,,4,533760,Efectivo,5
V-1281,2026-08-13,Medellin,Computadores,Todo en uno 24,10,2190000,37,$ 13.797.000,Tarjeta credito,
V-1386,2026-02-01,Barranquilla,perifericos,Monitor 27 pulgadas,4,1090000,11,3880400,Tarjeta debito,5
V-1274,21/04/2026,  CALI ,Perifericos,Mouse inalambrico,2,96000,2,188160,PSE,4
V-1091,2026-07-23,  MEDELLIN ,Accesorios,Maletin para portatil,6,169000,14,872040,PSE,3
V-1045,2026-03-23,Cartagena,Almacenamiento,Memoria USB 128 GB,10,79000,32,537200,PSE,3
V-1302,08/05/2026,Medellin,Almacenamiento,Memoria USB 128 GB,8,79000,24,480320,Transferencia,4
V-1468,2026-04-12,Pereira,Accesorios,Base refrigerante,7,139000,16,817320,Efectivo,4
V-1178,01/06/2026,Cartagena,Perifericos,Mouse inalambrico,2,96000,3,$ 186.240,PSE,5
V-1132,29/03/2026,Bogota,audio,Parlante portatil,8,259000,24,1574720,Transferencia,4
V-1331,2026-07-07,Cali,Audio,Microfono USB,4,419000,11,1491640,Tarjeta credito,
V-1430,2026-01-30,Cali,Perifericos,Mouse inalambrico,4,96000,10,$ 345.600,TRANSFERENCIA,5
V-1068,2026-06-24,Cartagena,Perifericos,Monitor 27 pulgadas,1,1090000,0,1090000,Transferencia,3
V-1155,2026-01-27,Bucaramanga,Accesorios,Base refrigerante,2,139000,4,266880,Efectivo,3
V-1040,2026-07-23,Barranquilla,Computadores,Portatil gamer,8,4890000,31,$ 26.992.800,PSE,4
V-1244,06/09/2026,Bucaramanga,perifericos,Mouse inalambrico,11,96000,28,$ 760.320,Efectivo,4
V-1217,2026-04-10,Pereira,Accesorios,Cargador universal,2,$119.000,7,221340,Transferencia,3
V-1320,2026-05-04,Cartagena,Computadores,Portatil gamer,6,4890000,11,,Transferencia,4
V-1435,2026-02-09,Barranquilla,Accesorios,Maletin para portatil,5,169000,18,$ 692.900,EFECTIVO,5
V-1469,21/01/2026,Medellin,Audio,Audifonos bluetooth,5,349000,9,1587950,Efectivo,5
V-1251,2026-02-14,  BARRANQUILLA ,Audio,Parlante portatil,12,,37,1958040,Transferencia,5
V-1190,2026-08-18,Medellin,Perifericos,Monitor 27 pulgadas,2,1090000,8,2005600,Efectivo,5
V-1133,2026-02-06,Bucaramanga,Almacenamiento,Memoria USB 128 GB,9,79000,27,519030,EFECTIVO,5
V-1311,2026-01-23,Cali,Perifericos,Monitor 27 pulgadas,9,1090000,24,7455600,Tarjeta debito,5
V-1352,30/07/2026,Bucaramanga,Audio,Parlante portatil,7,259000,22,$ 1.414.140,PSE,4
V-1370,2026-01-16,Barranquilla,Audio,Microfono USB,12,419000,38,3117360,PSE,5
V-1172,26/02/2026,  PEREIRA ,Audio,Audifonos bluetooth,6,$349.000,14,1800840,Transferencia,3
V-1105,2026-09-03,Bucaramanga,Computadores,Todo en uno 24,6,2190000,20,$ 10.512.000,PSE,2
V-1211,18/03/2026,Cartagena,Accesorios,Maletin para portatil,4,169000,13,588120,PSE,4
V-1069,10-03-2026,  BUCARAMANGA ,audio,Audifonos bluetooth,3,349000,9,952770,Tarjeta debito,3
V-1441,2026-08-02,  MEDELLIN ,Computadores,Portatil 14 pulgadas,2,2450000,0,4900000,Efectivo,5
V-1004,25/04/2026,Cartagena,Computadores,Todo en uno 24,9,2190000,31,13599900,Transferencia,5
V-1348,24-03-2026,Cali,Computadores,Portatil gamer,8,$4.890.000,29,,Transferencia,4
V-1271,2026-08-18,  MEDELLIN ,Audio,Microfono USB,11,419000,32,,Transferencia,5
V-1252,2026-04-30,Medellin,Almacenamiento,Disco SSD 1 TB,5,389000,8,1789400,Tarjeta debito,4
V-1446,04/02/2026,  CARTAGENA ,Accesorios,Base refrigerante,2,139000,4,3202560,Tarjeta debito,4
V-1053,2026-08-24,Bogota,Audio,Microfono USB,4,419000,8,,Tarjeta debito,4
V-1313,2026-03-12,Cartagena,Perifericos,Monitor 27 pulgadas,2,$1.090.000,0,,Tarjeta debito,4
V-1103,2026-04-14,Pereira,Perifericos,Teclado mecanico,4,289000,0,$ 1.156.000,Tarjeta credito,
V-1425,2026-06-14,Barranquilla,Perifericos,Teclado mecanico,6,289000,19,1404540,PSE,5
V-1378,09/02/2026,Bucaramanga,Audio,Parlante portatil,8,259000,33,1388240,Efectivo,4
V-1272,2026-07-24,Medellin,Almacenamiento,Memoria USB 128 GB,7,79000,25,414750,TARJETA DEBITO,4
V-1476,08/05/2026,Bogota,Audio,Microfono USB,6,$419.000,13,2187180,Transferencia,4
V-1032,2026-05-17,Medellin,Audio,Microfono USB,3,$419.000,16,$ 1.055.880,Tarjeta credito,4
V-1336,2026-01-08,Bogota,Audio,Audifonos bluetooth,9,349000,23,$ 2.418.570,EFECTIVO,4
V-1180,25/06/2026,Medellin,Almacenamiento,Memoria USB 128 GB,6,79000,16,,TARJETA DEBITO,4
V-1194,2026-07-13,Medellin,Accesorios,Cargador universal,3,119000,13,$ 310.590,Tarjeta debito,4
V-1216,2026-04-04,Barranquilla,Perifericos,Monitor 27 pulgadas,9,1090000,18,8044200,Transferencia,4
V-1134,10-06-2026,Bogota,Accesorios,Cargador universal,9,119000,32,$ 728.280,Tarjeta credito,5
V-1185,2026-07-31,Medellin,Audio,Parlante portatil,7,$259.000,18,$ 1.486.660,Efectivo,
V-1144,14-06-2026,Cartagena,Accesorios,Maletin para portatil,5,169000,16,$ 709.800,PSE,5
V-1222,03-02-2026,Pereira,Almacenamiento,Memoria USB 128 GB,4,79000,12,278080,Transferencia,3
V-1398,2026-01-14,Barranquilla,Computadores,Todo en uno 24,6,2190000,20,10512000,Tarjeta credito,3
V-1456,2026-02-13,Cartagena,Almacenamiento,Memoria USB 128 GB,7,79000,20,442400,Tarjeta debito,4
V-1445,2026-01-12,Cartagena,Audio,Microfono USB,7,419000,20,2346400,Transferencia,5
V-1148,2026-07-19,Bogota,Computadores,Portatil gamer,4,4890000,11,$ 17.408.400,Transferencia,3
V-1169,2026-03-10,Cali,Audio,Audifonos bluetooth,10,349000,28,2512800,TARJETA CREDITO,
V-1357,2026-07-06,Cartagena,Accesorios,Base refrigerante,10,$139.000,34,$ 917.400,PSE,3
V-1209,2026-04-23,Cali,Computadores,Todo en uno 24,4,,15,$ 7.446.000,Efectivo,5
V-1385,2026-05-24,Bucaramanga,Audio,Microfono USB,7,,12,$ 2.581.040,Efectivo,4
V-1417,2026-03-10,Barranquilla,almacenamiento,Memoria USB 128 GB,3,79000,15,201450,Efectivo,5
V-1298,2026-02-04,Barranquilla,Audio,Parlante portatil,3,259000,0,777000,PSE,4
V-1154,2026-01-08,Barranquilla,Computadores,Portatil 14 pulgadas,6,2450000,18,12054000,Tarjeta debito,4
V-1432,2026-07-29,Barranquilla,Computadores,Portatil gamer,4,4890000,10,17604000,Efectivo,4
V-1463,2026-02-11,Medellin,perifericos,Teclado mecanico,3,289000,0,867000,PSE,4
V-1464,2026-05-23,Cali,Perifericos,Mouse inalambrico,9,96000,34,$ 570.240,Efectivo,5
V-1124,2026-06-18,  CALI ,Computadores,Todo en uno 24,5,2190000,12,115632000,Transferencia,5
V-1355,03/06/2026,Cali,Audio,Microfono USB,6,$419.000,21,$ 1.986.060,Efectivo,5
V-1392,2026-06-06,  BARRANQUILLA ,Computadores,Todo en uno 24,5,2190000,16,9198000,TRANSFERENCIA,5
V-1122,2026-05-13,Pereira,Perifericos,Mouse inalambrico,3,96000,12,253440,PSE,3
V-1193,2026-02-06,Cali,Accesorios,Maletin para portatil,8,169000,28,$ 973.440,Efectivo,5
V-1167,2026-04-27,Bucaramanga,Perifericos,Mouse inalambrico,4,96000,2,376320,Tarjeta debito,4
V-1478,19-05-2026,Cali,Perifericos,Monitor 27 pulgadas,7,1090000,19,6180300,Tarjeta debito,3
V-1342,2026-07-28,Barranquilla,Computadores,Todo en uno 24,5,2190000,11,9745500,Transferencia,5
V-1474,18/05/2026,Barranquilla,Accesorios,Base refrigerante,4,139000,12,489280,Tarjeta credito,3
V-1400,30/05/2026,  CALI ,Perifericos,Teclado mecanico,6,289000,18,1421880,Tarjeta debito,4
V-1377,2026-01-19,Pereira,Perifericos,Monitor 27 pulgadas,4,1090000,14,$ 3.749.600,TARJETA DEBITO,3
V-1404,19/02/2026,Bogota,Perifericos,Mouse inalambrico,6,96000,15,489600,PSE,4
V-1418,2026-04-02,Cartagena,Computadores,Portatil 14 pulgadas,8,2450000,24,14896000,Tarjeta debito,5
V-1181,2026-05-14,Cali,computadores,Portatil 14 pulgadas,3,2450000,0,7350000,Transferencia,5
V-1308,05/04/2026,  PEREIRA ,Perifericos,Mouse inalambrico,6,96000,15,489600,Tarjeta credito,4
V-1405,2026-06-11,  BARRANQUILLA ,Audio,Parlante portatil,5,259000,16,$ 1.087.800,TRANSFERENCIA,4
V-1259,17-07-2026,Medellin,Perifericos,Mouse inalambrico,3,96000,11,$ 256.320,PSE,4
V-1218,2026-04-19,Medellin,Audio,Microfono USB,3,419000,7,1169010,Efectivo,4
V-1206,2026-02-10,Bucaramanga,Computadores,Todo en uno 24,5,2190000,17,9088500,Tarjeta credito,2
V-1381,2026-06-04,Bucaramanga,Almacenamiento,Disco SSD 1 TB,7,389000,18,2232860,Transferencia,3
V-1108,2026-09-04,Pereira,Computadores,Portatil 14 pulgadas,13,2450000,39,19428500,EFECTIVO,4
V-1457,11/03/2026,  BOGOTA ,audio,Audifonos bluetooth,5,349000,12,$ 1.535.600,Efectivo,3
V-1334,2026-08-22,Cartagena,Perifericos,Monitor 27 pulgadas,3,1090000,2,3204600,Tarjeta debito,4
V-1071,05/04/2026,Medellin,Computadores,Todo en uno 24,9,,22,$ 15.373.800,PSE,4
V-1287,2026-09-08,Pereira,Perifericos,Monitor 27 pulgadas,7,1090000,25,$ 5.722.500,PSE,5
V-1170,2026-02-04,Barranquilla,Computadores,Portatil 14 pulgadas,2,2450000,0,4900000,Tarjeta credito,5
V-1116,2026-09-09,Barranquilla,Computadores,Portatil gamer,1,4890000,0,4890000,Tarjeta debito,4
V-1130,2026-09-02,Medellin,Perifericos,Monitor 27 pulgadas,5,$1.090.000,14,4687000,Tarjeta debito,3
V-1466,23-06-2026,  BOGOTA ,Perifericos,Mouse inalambrico,5,96000,20,384000,Tarjeta credito,3
V-1284,2026-01-10,Cali,Audio,Audifonos bluetooth,8,349000,21,,Transferencia,5
V-1253,2026-08-01,Bucaramanga,Computadores,Portatil 14 pulgadas,2,2450000,7,4557000,Transferencia,4
V-1472,15/04/2026,Cartagena,Perifericos,Teclado mecanico,4,$289.000,12,1017280,Transferencia,3
V-1117,2026-08-25,Pereira,Computadores,Portatil 14 pulgadas,9,2450000,21,17419500,Tarjeta credito,5
V-1270,13-08-2026,Cartagena,Audio,Parlante portatil,9,$259.000,31,1608390,Efectivo,5
V-1299,2026-03-23,  MEDELLIN ,Audio,Microfono USB,7,419000,21,2317070,PSE,5
V-1372,2026-03-02,Cartagena,Perifericos,Monitor 27 pulgadas,7,1090000,21,$ 6.027.700,Tarjeta credito,3
V-1266,2026-01-10,Bucaramanga,Almacenamiento,Memoria USB 128 GB,5,$79.000,12,,Tarjeta debito,4
V-1151,2026-01-09,Bogota,Audio,Audifonos bluetooth,8,349000,27,$ 2.038.160,TARJETA CREDITO,4
V-1379,01/08/2026,Bogota,Audio,Microfono USB,7,419000,25,2199750,TARJETA DEBITO,4
V-1239,2026-08-10,Medellin,Audio,Audifonos bluetooth,6,349000,18,1717080,Transferencia,3
V-1455,2026-06-12,Bogota,Almacenamiento,Memoria USB 128 GB,7,79000,20,442400,Transferencia,4
V-1048,2026-03-11,Pereira,Accesorios,Cargador universal,7,119000,24,633080,PSE,3
V-1187,2026-09-01,Cali,Accesorios,Base refrigerante,7,139000,17,$ 807.590,Efectivo,2
V-1436,05/09/2026,Pereira,Computadores,Portatil gamer,5,$4.890.000,21,19315500,Transferencia,4
V-1451,2026-07-08,  BOGOTA ,Computadores,Portatil 14 pulgadas,7,2450000,23,13205500,Tarjeta debito,3
V-1349,01-02-2026,  PEREIRA ,Almacenamiento,Memoria USB 128 GB,9,79000,20,568800,Efectivo,5
V-1081,2026-04-28,Cali,perifericos,Mouse inalambrico,8,96000,19,622080,TARJETA CREDITO,3
V-1223,25-05-2026,Medellin,Accesorios,Maletin para portatil,4,$169.000,9,615160,Transferencia,
V-1050,2026-02-23,Medellin,Audio,Microfono USB,2,419000,5,796100,Tarjeta credito,5
V-1209,2026-04-23,Cali,Computadores,Todo en uno 24,4,,15,$ 7.446.000,Efectivo,5
V-1444,2026-03-27,Barranquilla,Audio,Microfono USB,10,419000,40,2514000,PSE,3
V-1414,05-03-2026,Cali,Almacenamiento,Memoria USB 128 GB,4,79000,18,,Efectivo,5
V-1168,2026-02-24,Cali,almacenamiento,Memoria USB 128 GB,2,79000,7,,Efectivo,4
V-1128,2026-05-12,  MEDELLIN ,Computadores,Portatil gamer,7,4890000,19,,Efectivo,5
V-1376,2026-08-16,Barranquilla,Computadores,Todo en uno 24,7,2190000,13,$ 13.337.100,Transferencia,5
V-1077,2026-08-30,Medellin,Computadores,Portatil gamer,2,4890000,2,9584400,Tarjeta credito,3
V-1215,2026-02-10,Cartagena,Audio,Audifonos bluetooth,8,349000,24,2121920,PSE,5
V-1231,11/08/2026,Bogota,Perifericos,Teclado mecanico,5,289000,9,1314950,PSE,4
V-1263,2026-07-13,  BOGOTA ,Accesorios,Base refrigerante,7,139000,20,778400,Efectivo,3
V-1011,2026-09-04,Cali,Almacenamiento,Disco SSD 1 TB,10,389000,36,2489600,Tarjeta credito,4
V-1131,14-07-2026,  MEDELLIN ,Computadores,Todo en uno 24,5,2190000,11,$ 9.745.500,Tarjeta credito,3
V-1198,2026-02-11,  CARTAGENA ,Almacenamiento,Disco SSD 1 TB,9,389000,25,2625750,Tarjeta debito,5
V-1388,2026-06-02,Bogota,Perifericos,Teclado mecanico,3,289000,6,814980,Transferencia,5
V-1010,2026-01-09,Barranquilla,Almacenamiento,Disco SSD 1 TB,-6,389000,19,1890540,Tarjeta credito,4
V-1023,2026-03-11,Bucaramanga,Computadores,Portatil 14 pulgadas,9,2450000,27,16096500,Tarjeta debito,4
V-1262,20/06/2026,Medellin,Computadores,Portatil gamer,4,4890000,16,16430400,Transferencia,3
V-1120,2026-02-09,  BUCARAMANGA ,Perifericos,Mouse inalambrico,6,96000,23,443520,Efectivo,5
V-1295,2026-02-10,Bogota,Perifericos,Monitor 27 pulgadas,3,1090000,5,3106500,Tarjeta debito,2
V-1002,29/05/2026,Cali,Audio,Audifonos bluetooth,7,349000,28,1758960,TRANSFERENCIA,4
V-1327,2026-05-05,Medellin,Accesorios,Maletin para portatil,9,169000,30,,Transferencia,3
V-1470,2026-02-14,  BUCARAMANGA ,Perifericos,Teclado mecanico,5,289000,16,1213800,Transferencia,3
V-1396,2026-01-15,Cali,Almacenamiento,Memoria USB 128 GB,4,79000,19,255960,Tarjeta credito,4
V-1177,2026-06-05,Medellin,audio,Microfono USB,1,419000,0,$ 419.000,Tarjeta credito,4
V-1161,2026-01-23,  MEDELLIN ,Almacenamiento,Memoria USB 128 GB,8,79000,25,474000,PSE,4
V-1039,2026-09-01,Medellin,Perifericos,Mouse inalambrico,4,96000,12,337920,PSE,5
V-1278,2026-03-22,Barranquilla,Accesorios,Maletin para portatil,3,169000,12,446160,Tarjeta credito,5
V-1199,09/06/2026,Cali,Accesorios,Cargador universal,10,119000,32,$ 809.200,Efectivo,5
V-1359,2026-05-02,Barranquilla,Audio,Audifonos bluetooth,7,349000,21,1929970,Tarjeta credito,5
V-1291,2026-07-16,  CARTAGENA ,Perifericos,Teclado mecanico,7,289000,19,1638630,PSE,4
V-1113,2026-04-12,Medellin,Computadores,Todo en uno 24,5,2190000,14,9417000,Efectivo,3
V-1286,2026-05-30,  BARRANQUILLA ,Almacenamiento,Disco SSD 1 TB,4,389000,11,1384840,Tarjeta credito,3
V-1072,2026-02-01,Barranquilla,Perifericos,Mouse inalambrico,6,96000,18,472320,Tarjeta debito,5
V-1408,2026-02-26,  CALI ,Perifericos,Mouse inalambrico,3,96000,11,$ 256.320,Transferencia,5
V-1283,2026-08-05,Pereira,perifericos,Teclado mecanico,5,289000,20,1156000,Tarjeta credito,5
V-1335,2026-01-24,Medellin,Perifericos,Mouse inalambrico,5,96000,12,422400,Tarjeta debito,4
V-1173,2026-05-21,Medellin,Almacenamiento,Disco SSD 1 TB,2,$389.000,1,770220,Efectivo,2
V-1067,2026-08-01,Cali,accesorios,Cargador universal,7,119000,20,666400,PSE,4
V-1373,2026-08-18,  BOGOTA ,Perifericos,Teclado mecanico,3,289000,5,823650,Tarjeta credito,2
V-1305,2026-03-27,Bogota,Computadores,Todo en uno 24,1,2190000,0,$ 2.190.000,Tarjeta debito,4
V-1246,2026-03-15,Bogota,Accesorios,Base refrigerante,3,139000,0,417000,TRANSFERENCIA,3
V-1118,21/02/2026,Pereira,Perifericos,Monitor 27 pulgadas,6,1090000,11,5820600,Tarjeta credito,4
V-1055,07/05/2026,Barranquilla,Perifericos,Monitor 27 pulgadas,4,1090000,4,4185600,PSE,4
V-1365,24-02-2026,  CARTAGENA ,Perifericos,Monitor 27 pulgadas,11,1090000,40,7194000,Tarjeta credito,4
V-1356,2026-07-26,Bogota,Almacenamiento,Memoria USB 128 GB,8,79000,26,467680,PSE,4
V-1316,2026-05-06,Cartagena,Computadores,Todo en uno 24,5,2190000,16,9198000,TARJETA CREDITO,
V-1329,2026-02-09,Cali,Audio,Microfono USB,2,419000,0,838000,Transferencia,3
V-1233,2026-07-19,Pereira,Accesorios,Maletin para portatil,8,169000,34,892320,Efectivo,5
V-1460,2026-05-08,Cali,Audio,Microfono USB,4,,9,1525160,TRANSFERENCIA,4
V-1225,26-04-2026,Barranquilla,Accesorios,Maletin para portatil,9,169000,29,1079910,EFECTIVO,3
V-1018,13-02-2026,  PEREIRA ,Perifericos,Monitor 27 pulgadas,11,1090000,25,$ 8.992.500,Tarjeta debito,5
V-1082,2026-05-16,  CARTAGENA ,Accesorios,Cargador universal,3,119000,9,324870,PSE,
V-1219,01/05/2026,Bucaramanga,Audio,Audifonos bluetooth,4,349000,14,1200560,Transferencia,4
V-1101,2026-05-15,  CARTAGENA ,Almacenamiento,Memoria USB 128 GB,4,79000,14,271760,Efectivo,4
V-1119,2026-04-18,  PEREIRA ,Audio,Microfono USB,9,419000,30,2639700,Efectivo,5
V-1462,07/09/2026,  BOGOTA ,Computadores,Todo en uno 24,11,2190000,39,14694900,PSE,4
V-1247,07-01-2026,Pereira,Almacenamiento,Memoria USB 128 GB,9,$79.000,27,519030,Tarjeta credito,4
V-1297,2026-03-01,Cartagena,Accesorios,Maletin para portatil,8,$169.000,40,811200,Transferencia,4
V-1296,2026-04-20,  BUCARAMANGA ,Audio,Audifonos bluetooth,3,349000,9,952770,Tarjeta debito,4
V-1235,2026-07-28,Cali,Audio,Microfono USB,9,419000,25,2828250,Tarjeta debito,4
V-1322,10-09-2026,  BOGOTA ,Accesorios,Base refrigerante,6,139000,13,725580,Transferencia,4
V-1267,2026-08-11,Bogota,Accesorios,Cargador universal,3,119000,5,339150,Efectivo,5
V-1433,2026-02-08,Medellin,Accesorios,Cargador universal,9,119000,23,824670,PSE,3
V-1324,2026-05-02,Bogota,Accesorios,Cargador universal,3,119000,7,332010,Tarjeta credito,
V-1001,2026-08-05,  BOGOTA ,Computadores,Portatil 14 pulgadas,7,2450000,15,14577500,Transferencia,2
V-1035,2026-05-25,Barranquilla,Audio,Parlante portatil,8,259000,26,,PSE,5
V-1103,2026-04-14,Pereira,Perifericos,Teclado mecanico,4,289000,0,$ 1.156.000,Tarjeta credito,
V-1197,24/05/2026,  CALI ,Computadores,Portatil 14 pulgadas,3,2450000,5,6982500,PSE,4
V-1136,2026-08-04,  BUCARAMANGA ,Audio,Parlante portatil,11,259000,35,$ 1.851.850,Tarjeta debito,5
V-1257,2026-07-14,  CALI ,Audio,Parlante portatil,7,259000,29,1287230,Tarjeta debito,4
V-1107,2026-06-04,Bucaramanga,Computadores,Portatil 14 pulgadas,4,,7,9114000,Efectivo,4
V-1030,2026-06-19,  BARRANQUILLA ,perifericos,Monitor 27 pulgadas,1,,0,1090000,Tarjeta credito,3
V-1188,18/03/2026,Cartagena,Almacenamiento,Disco SSD 1 TB,4,389000,12,1369280,Tarjeta credito,4
V-1142,2026-03-06,Bogota,Computadores,Portatil 14 pulgadas,7,2450000,23,$ 13.205.500,Transferencia,5
V-1160,2026-04-04,Pereira,Audio,Parlante portatil,3,259000,5,738150,PSE,4
V-1140,2026-06-07,Bucaramanga,perifericos,Mouse inalambrico,6,96000,17,478080,TARJETA CREDITO,4
V-1338,2026-04-01,Bogota,Computadores,Portatil gamer,5,4890000,22,19071000,Transferencia,5
